ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
MF	GO:0005201	extracellular matrix structural constituent	161	0.763769142231766	2.6600697215063	0.00126903553299492	0.0165186549535424	0.0126179039456056	2422	tags=49%, list=10%, signal=44%	PXDN/CTHRC1/TNC/VCAN/COL4A1/COL12A1/LAMC1/COL4A2/COL15A1/COL6A3/COL7A1/DCN/COL18A1/TFPI2/COL8A1/NID1/EFEMP1/COL5A2/MGP/IGFBP7/TGFBI/SPARC/LUM/AEBP1/VWF/FBN1/ECM1/SPOCK1/EMILIN2/COL6A2/LAMB2/CHI3L1/COL1A2/FBLN5/COL3A1/COL1A1/THBS2/LAMA5/COL6A1/EFEMP2/MMRN1/COL5A1/PCOLCE/EMILIN1/SRPX/LAMA4/MMRN2/MFAP2/COL9A3/COL24A1/BGN/LTBP2/COL13A1/SRPX2/LAMA2/FBLN1/LAMB1/HSPG2/NID2/COL14A1/THBS1/SBSPON/ASPN/COL5A3/LTBP1/MFGE8/COL10A1/LAMC2/MUC5AC/COL27A1/MFAP4/POSTN/FN1/FBLN2/HMCN1/DPT/CD4/MXRA5/COL23A1
CC	GO:0062023	collagen-containing extracellular matrix	409	0.705212969879175	2.65038991441785	0.00107758620689655	0.0165186549535424	0.0126179039456056	2440	tags=41%, list=10%, signal=37%	S100A9/PXDN/S100A8/ANGPTL2/CTHRC1/TNC/ANXA5/VCAN/COL4A1/S100A4/COL12A1/LAMC1/SDC2/WNT5A/COL4A2/SERPINE1/COL15A1/FCN1/COL6A3/LGALS1/COL7A1/DCN/LOXL2/COL18A1/COL8A1/NID1/EFEMP1/COL5A2/MGP/TIMP1/SPARCL1/IGFBP7/ANGPT2/TGFBI/LOXL1/ADAMTS1/LOX/SPARC/LUM/A2M/AEBP1/VWF/NDP/FBN1/ECM1/SERPINF1/CTSL/SPOCK1/SERPINB9/MMP2/EGFL6/HTRA1/EMILIN2/MXRA7/TGFB1I1/COL6A2/ADAMTS5/LAMB2/ICAM1/CTSB/LTBP3/SERPING1/CTSH/COL1A2/SERPINE2/ANXA6/TGFB1/HAPLN3/FBLN5/COL3A1/COL1A1/FCN3/TIMP2/THBS2/TIMP3/CDH13/ADAM19/LAMA5/COL6A1/CLU/EFEMP2/MMRN1/ADAMTS2/SERPINH1/COL5A1/PCOLCE/CCDC80/EMILIN1/SRPX/LAMA4/MMRN2/RARRES2/PLOD1/GREM1/MFAP2/NTN1/COL9A3/CTSC/COL24A1/F3/MMP9/ANXA1/BGN/SULF1/ADAMTS3/ADAMTS9/LTBP2/COL13A1/SRPX2/LAMA2/MEGF9/ITIH5/FBLN1/A1BG/CLEC14A/GPC6/AGT/LAMB1/COLEC12/ORM1/WNT2/CFP/HSPG2/NID2/TGFB2/COL14A1/SFRP2/MMP8/THBS1/SBSPON/SMOC1/SERPINA3/ASPN/COL5A3/LTBP1/TGFB3/MFGE8/COL10A1/LAMC2/COCH/EGFL7/CXCL12/ACTA2/PDGFB/C1QB/CPA3/COL27A1/MFAP4/POSTN/FN1/LAMC3/FBLN2/HMCN1/ANGPT1/APOE/PSAP/TPSB2/WNT2B/DPT/ANGPTL4/CSPG4/C1QA/SEMA7A/MXRA5/TPSAB1/LOXL3/COL23A1/MARCO
BP	GO:0002274	myeloid leukocyte activation	224	0.72834293664664	2.6183803228452	0.00119760479041916	0.0165186549535424	0.0126179039456056	2520	tags=45%, list=11%, signal=41%	IL13RA2/CXCL6/TLR1/S100A12/IL6/C5AR1/WNT5A/CD93/CXCR2/CXCL8/TLR2/FOXF1/FCER1G/GPR137B/LILRA2/FCGR2B/FGR/CD300A/CCR2/LCP2/SYT11/IL33/TLR4/IL18RAP/PTAFR/PREX1/IL10/CSF2/TYROBP/DYSF/LRRK2/BATF3/SLC11A1/LYN/SPHK1/SLAMF1/AIF1/CALHM2/TGFB1/PTPRC/ITGB2/LAT2/BTK/TGFBR2/CST7/RORA/BATF/ITGAM/CLU/NR4A3/PLCG2/HYAL2/FCAR/CLEC4D/RAC2/DOCK2/PIK3CG/FES/TNF/CTSC/RBPJ/IRF4/PRAM1/PIK3CD/ANXA1/KCNJ8/HAVCR2/CD200/RASGRP1/RHOH/CX3CR1/SNCA/PLA2G4A/STXBP1/TSLP/MMP8/CBL/THBS1/CLEC12A/LILRB4/STAP1/CD2/CX3CL1/IL4R/CD300LF/TLR6/FN1/PTPN11/SPI1/LRFN5/GAB2/PTGDS/VAMP7/MILR1/C1QA/ANXA3/FER/IFNG/PTPN6/SUCNR1/SYK
BP	GO:0030198	extracellular matrix organization	305	0.699893470809341	2.57673319999842	0.00114025085518814	0.0165186549535424	0.0126179039456056	2470	tags=40%, list=11%, signal=37%	CAV2/TNFRSF11B/PXDN/CAV1/IL6/COL4A1/COL12A1/MMP3/PDPN/LAMC1/CSGALNACT1/PTX3/COL4A2/COL15A1/FOXF1/ENG/MMP1/PDGFRA/COL7A1/LOXL2/COL18A1/COL8A1/NID1/COL5A2/TGFBI/CTSK/LOXL1/RGCC/ADAMTS1/LOX/FOXF2/FAP/TNFRSF1B/LUM/MMP19/LCP1/DDR2/MMP10/AEBP1/ANTXR1/MMP2/EGFL6/HAS2/ADAMTS5/LAMB2/FSCN1/COL1A2/OLFML2B/ADAMTS12/TGFB1/FBLN5/COL3A1/CRISPLD2/COL1A1/PHLDB2/PRDX4/MPV17/COL6A1/EFEMP2/ADAMTS2/SERPINH1/COL5A1/CCDC80/EMILIN1/FOXC1/ITGA8/PLOD1/GREM1/GPM6B/COL9A3/TNF/COL24A1/MAD2L2/TIE1/OLFML2A/SH3PXD2B/ADAM8/MMP9/SULF1/CRTAP/ADAMTS3/ADAMTS9/COL13A1/LAMA2/SERPINB5/HAS1/MMP12/FBLN1/RAMP2/CFLAR/AGT/LAMB1/KLK7/MMP14/TGFBR1/NID2/TGFB2/COL14A1/FKBP10/SFRP2/MMP8/PAPLN/SMOC1/COL5A3/NFKB2/COL10A1/RB1/TGFBR3/SPOCK2/MMP13/COL27A1/MFAP4/POSTN/ITGB3/HMCN1/PRICKLE1/CLASP1/DPT/TPSAB1/LOXL3/COL23A1/ITGA2/ZNF469
MF	GO:0140375	immune receptor activity	142	0.747680611270681	2.57636458522877	0.00128700128700129	0.0165186549535424	0.0126179039456056	2448	tags=44%, list=10%, signal=39%	IL13RA2/FCGR2A/LILRB2/C5AR1/CXCR2/FCGR3B/FPR1/IL7R/IFNAR2/FCER1G/C3AR1/FCGR2C/LILRA2/FCGR2B/CSF2RB/CSF3R/OSMR/LILRB3/CCR2/FPR2/IL1RAP/IL1R1/IL18RAP/LILRA6/ACKR3/IL10RA/LILRA3/CCR1/CTSH/LILRA5/FPR3/CD44/IL17RA/IL15RA/FCAR/IL18R1/CSF2RA/F3/IL12RB1/CR1/LILRB1/CXCR4/CMKLR1/CCR10/IL6ST/CXCR1/CX3CR1/MR1/IL21R/LILRB4/IL1R2/CCR6/IL4R/IL2RB/CCR5/EBI3/LILRA1/CD4/C5AR2/IL2RA/HLA-DPA1/CCR7
BP	GO:0043062	extracellular structure organization	306	0.699614164668092	2.57511568382318	0.00114285714285714	0.0165186549535424	0.0126179039456056	2470	tags=40%, list=11%, signal=36%	CAV2/TNFRSF11B/PXDN/CAV1/IL6/COL4A1/COL12A1/MMP3/PDPN/LAMC1/CSGALNACT1/PTX3/COL4A2/COL15A1/FOXF1/ENG/MMP1/PDGFRA/COL7A1/LOXL2/COL18A1/COL8A1/NID1/COL5A2/TGFBI/CTSK/LOXL1/RGCC/ADAMTS1/LOX/FOXF2/FAP/TNFRSF1B/LUM/MMP19/LCP1/DDR2/MMP10/AEBP1/ANTXR1/MMP2/EGFL6/HAS2/ADAMTS5/LAMB2/FSCN1/COL1A2/OLFML2B/ADAMTS12/TGFB1/FBLN5/COL3A1/CRISPLD2/COL1A1/PHLDB2/PRDX4/MPV17/COL6A1/EFEMP2/ADAMTS2/SERPINH1/COL5A1/CCDC80/EMILIN1/FOXC1/ITGA8/PLOD1/GREM1/GPM6B/COL9A3/TNF/COL24A1/MAD2L2/TIE1/OLFML2A/SH3PXD2B/ADAM8/MMP9/SULF1/CRTAP/ADAMTS3/ADAMTS9/COL13A1/LAMA2/SERPINB5/HAS1/MMP12/FBLN1/RAMP2/CFLAR/AGT/LAMB1/KLK7/MMP14/TGFBR1/NID2/TGFB2/COL14A1/FKBP10/SFRP2/MMP8/PAPLN/SMOC1/COL5A3/NFKB2/COL10A1/RB1/TGFBR3/SPOCK2/MMP13/COL27A1/MFAP4/POSTN/ITGB3/HMCN1/PRICKLE1/CLASP1/DPT/TPSAB1/LOXL3/COL23A1/ITGA2/ZNF469
BP	GO:0045229	external encapsulating structure organization	306	0.699174481035957	2.57349731147709	0.00114285714285714	0.0165186549535424	0.0126179039456056	2470	tags=40%, list=11%, signal=36%	CAV2/TNFRSF11B/PXDN/CAV1/IL6/COL4A1/COL12A1/MMP3/PDPN/LAMC1/CSGALNACT1/PTX3/COL4A2/COL15A1/FOXF1/ENG/MMP1/PDGFRA/COL7A1/LOXL2/COL18A1/COL8A1/NID1/COL5A2/TGFBI/CTSK/LOXL1/RGCC/ADAMTS1/LOX/FOXF2/FAP/TNFRSF1B/LUM/MMP19/LCP1/DDR2/MMP10/AEBP1/ANTXR1/MMP2/EGFL6/HAS2/ADAMTS5/LAMB2/FSCN1/COL1A2/OLFML2B/ADAMTS12/TGFB1/FBLN5/COL3A1/CRISPLD2/COL1A1/PHLDB2/PRDX4/MPV17/COL6A1/EFEMP2/ADAMTS2/SERPINH1/COL5A1/CCDC80/EMILIN1/FOXC1/ITGA8/PLOD1/GREM1/GPM6B/COL9A3/TNF/COL24A1/MAD2L2/TIE1/OLFML2A/SH3PXD2B/ADAM8/MMP9/SULF1/CRTAP/ADAMTS3/ADAMTS9/COL13A1/LAMA2/SERPINB5/HAS1/MMP12/FBLN1/RAMP2/CFLAR/AGT/LAMB1/KLK7/MMP14/TGFBR1/NID2/TGFB2/COL14A1/FKBP10/SFRP2/MMP8/PAPLN/SMOC1/COL5A3/NFKB2/COL10A1/RB1/TGFBR3/SPOCK2/MMP13/COL27A1/MFAP4/POSTN/ITGB3/HMCN1/PRICKLE1/CLASP1/DPT/TPSAB1/LOXL3/COL23A1/ITGA2/ZNF469
BP	GO:0060326	cell chemotaxis	284	0.702215282853662	2.5730667140208	0.00114942528735632	0.0165186549535424	0.0126179039456056	2831	tags=43%, list=12%, signal=39%	CXCL6/HGF/S100A9/S100A8/S100A12/IL6/FGF2/C5AR1/WNT5A/CXCR2/NRP1/FLT1/TNFAIP6/TREM1/CXCL8/SERPINE1/FCER1G/ENG/C3AR1/PDGFRA/RAB13/CCL4/CCL2/NOD2/CXCL5/EDNRB/PDE4B/CSF3R/NINJ1/GPR183/LOX/CCR2/KDR/IL1B/FPR2/PREX1/IL10/CCL18/VEGFC/MMP2/SWAP70/FFAR2/ACKR3/LYN/CCR1/SLAMF1/AIF1/CCL11/ARRB2/VAV1/ITGB2/LYST/LPAR1/EGR3/BIN2/JAM3/IL17RA/CCL8/ITGA9/PPBP/RAC2/GPSM3/RARRES2/CKLF/S1PR1/GREM1/PIK3CG/VCAM1/ITGA1/CCL7/SLAMF8/CXCR4/PLA2G7/ADAM8/PIK3CD/ANXA1/ELMO2/PDGFRB/PRKD1/CMKLR1/CSF1R/CCR10/LEF1/NCKAP1L/CXCL16/CXCR1/CX3CR1/CORO1A/DOCK4/CH25H/TGFB2/THBS1/TNFSF14/CXCL11/CXCL10/TNFSF11/CXCL12/PDGFB/CCR6/CXCL13/STAP1/CXCL3/CX3CL1/RHOG/ABCC1/CCR5/CYP7B1/PF4V1/TPBG/ANO6/C5AR2/CXCL17/CCR7/DUSP1/SLIT2/SYK/ALOX5/CXCL9/PPIB/TRPM2/EPHB1/IL16/IL6R
BP	GO:0030595	leukocyte chemotaxis	210	0.719543997177708	2.57289400465534	0.00119904076738609	0.0165186549535424	0.0126179039456056	2831	tags=47%, list=12%, signal=41%	CXCL6/S100A9/S100A8/S100A12/IL6/C5AR1/WNT5A/CXCR2/FLT1/TNFAIP6/TREM1/CXCL8/SERPINE1/FCER1G/C3AR1/CCL4/CCL2/NOD2/CXCL5/EDNRB/PDE4B/CSF3R/NINJ1/GPR183/CCR2/IL1B/FPR2/PREX1/IL10/VEGFC/MMP2/SWAP70/FFAR2/LYN/CCR1/SLAMF1/AIF1/CCL11/VAV1/ITGB2/LYST/JAM3/IL17RA/CCL8/ITGA9/PPBP/RAC2/GPSM3/RARRES2/CKLF/S1PR1/GREM1/PIK3CG/ITGA1/CCL7/SLAMF8/CXCR4/PLA2G7/ADAM8/PIK3CD/ANXA1/CMKLR1/CSF1R/NCKAP1L/CXCL16/CXCR1/CX3CR1/CORO1A/CH25H/TGFB2/THBS1/TNFSF14/CXCL11/CXCL10/TNFSF11/CXCL12/PDGFB/CCR6/CXCL13/STAP1/CXCL3/CX3CL1/CCR5/CYP7B1/PF4V1/ANO6/C5AR2/CXCL17/CCR7/DUSP1/SLIT2/SYK/ALOX5/CXCL9/PPIB/TRPM2/IL16/IL6R
BP	GO:0006935	chemotaxis	416	0.679446917745566	2.56023273840022	0.00106951871657754	0.0165186549535424	0.0126179039456056	2831	tags=41%, list=12%, signal=37%	CXCL6/HGF/S100A9/S100A8/S100A12/IL6/S100A4/PROK2/FGF2/C5AR1/WNT5A/CXCR2/FPR1/NRP1/FLT1/TNFAIP6/TREM1/CXCL8/CMTM2/SERPINE1/PLAU/FCER1G/ENG/C3AR1/PDGFRA/RAB13/CCL4/CCL2/NOD2/CXCL5/EDNRB/PDE4B/ANGPT2/CSF3R/NINJ1/GPR183/LOX/SEMA4D/CCR2/ROBO1/KDR/NRG1/IL1B/FPR2/PTAFR/PREX1/IL10/CCL18/VEGFC/MMP2/SWAP70/FFAR2/ACKR3/LYN/CCR1/SLAMF1/ECSCR/AIF1/FPR3/TGFB1/CCL11/CYSLTR1/ARRB2/VAV1/ITGB2/LYST/CDH13/LPAR1/EGR3/BIN2/MAP2K1/JAM3/IL17RA/CCL8/ITGAV/ITGA9/PPBP/SEMA4C/RAC2/GPSM3/RARRES2/DOCK2/CKLF/NRP2/S1PR1/LSP1/GREM1/PIK3CG/NTN1/FES/VCAM1/ITGA1/BMPR2/ENPP2/F3/CMTM3/TYMP/CCL7/SLAMF8/CXCR4/CXCL1/PLA2G7/ADAM8/PIK3CD/ANXA1/ELMO2/PDGFRB/SEMA4A/FGF7/PRKD1/CMKLR1/CSF1R/CCR10/LEF1/NCKAP1L/CXCL16/CXCR1/CX3CR1/CORO1A/DOCK4/CH25H/TGFB2/PTPN2/THBS1/TNFSF14/PPM1F/CXCL11/CXCL10/CMTM7/TNFSF11/RNASE2/CXCL12/PDGFB/CCR6/CXCL13/STAP1/MYCBP2/CXCL3/CX3CL1/RHOG/ITGB3/ABCC1/CCR5/ANGPT1/CYP7B1/GPNMB/PF4V1/PLAUR/TPBG/SEMA7A/ANO6/FOSL1/C5AR2/CXCL17/FER/CCR7/ITGA2/DUSP1/SUCNR1/SLIT2/SYK/CXCL2/ALOX5/CXCL9/TUBB2B/PPIB/TRPM2/EPHB1/IL16/IL6R
