ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	330	0.62671560654434	2.77689731078455	0.00162074554294976	0.026694033814287	0.0218910004053242	3534	tags=46%, list=15%, signal=40%	CMKLR1/CLEC4E/FCER1G/IRAK2/KLHL6/CR2/IGKC/IGLC1/CD38/CLEC4D/LY96/C3AR1/CMTM3/TLR2/TLR5/FCAR/LTF/NFKB1/FCGR2B/PTPRC/IGHM/HCK/LILRB4/FPR3/TLR4/ITGAM/LAPTM5/PIK3AP1/CR1/LILRB1/NINJ1/THEMIS2/FCGR2C/BTK/BTLA/SH2D1A/CD40/GCSAM/C3/FCGR2A/DUSP22/FGR/TLR1/LYN/TYROBP/LAX1/CD79A/CD3G/PRKCB/BTN2A2/PRNP/TNFAIP3/RIPK2/LPXN/CD72/STAP1/ADA/IGHD/MNDA/RFTN1/MEF2C/NOD2/FFAR2/NFKBIA/FCGR3B/SLC39A6/LILRB2/PIK3CA/INPP5D/NCK1/PDE4B/GRB2/FPR2/CCR7/TRBC1/IFI35/SKAP1/CD14/PTPN2/MS4A1/IRAK4/PVRIG/RC3H2/CD81/BANK1/FPR1/CD300A/NMI/NCKAP1L/CRKL/TRAT1/GBP1/EP300/LCK/TRAF3/LILRA2/NR1H3/LCP2/TNIP2/MALT1/LAT2/CLEC7A/NOS2/CD3D/NFKBID/PLSCR1/BTN3A1/VAV1/PTPN6/NFKBIZ/MICB/KLRC4/TRAC/FCRL3/CD79B/THY1/ITK/IFNG/BLK/FYN/KLRD1/C5AR1/MAP3K7/MAP3K1/PLCG2/ELF1/CTLA4/PTPN22/NFAM1/CD19/LIME1/FCN1/CYLD/MAPK1/BPIFB1/BTN3A3/PRKCQ/TBK1/BTN3A2/TNIP3/PRAM1/CD276/CD8A/CBLB/HLA-DPB1/UBASH3A/PIK3CD/PRKCD/PLCL2/PAK2/CD47/PRKCH
BP	GO:0071222	cellular response to lipopolysaccharide	203	0.661731950287326	2.7681401248821	0.00170648464163823	0.026694033814287	0.0218910004053242	4035	tags=53%, list=17%, signal=44%	CXCL5/MMP9/CXCL9/MMP3/IRAK2/KMO/CXCL13/PTAFR/NLRP7/LY96/WNT5A/TLR2/TLR5/FCAR/LTF/NFKB1/CXCL6/TLR9/HCK/TLR4/CD274/IL1A/MMP8/CXCL8/CXCL10/MIF/LILRB1/CD86/CD40/LYN/ABCA1/SIRPA/IL1B/TNFAIP3/RIPK2/IRAK3/STAP1/MEF2C/NOD2/NFKBIA/LILRB2/GBP5/CD180/AXL/PDE4B/CSF3/GBP2/CD14/HAVCR2/RHOA/LY86/CD55/IRAK4/VIM/IL6/MAPK14/JAK2/LILRA2/SBNO2/NR1H3/PTPN11/CARD16/TNIP2/MALT1/LITAF/CD80/TSPO/SERPINE1/NOS2/CCR5/TIFAB/PTPN6/NFKBIZ/CARD8/TNIP1/CX3CL1/DEFA4/IL12B/PTGS2/IL24/AICDA/PLCG2/CAMP/SLC7A5/PTPN22/MAPK1/BMP6/LDOC1/IRF8/ADAM9/EDNRB/TNFRSF1B/NLRP3/TNIP3/GSTP1/CTR9/TNF/MTDH/PLSCR4/GFI1/CASP1/PF4/ARID5A/IL18/IL10/HSF1/RELA/MIR146A
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	300	0.629361928573623	2.75741756908891	0.00165016501650165	0.026694033814287	0.0218910004053242	3534	tags=47%, list=15%, signal=40%	CMKLR1/FCER1G/IRAK2/KLHL6/CR2/IGKC/IGLC1/CD38/LY96/C3AR1/CMTM3/TLR2/TLR5/LTF/NFKB1/FCGR2B/PTPRC/IGHM/HCK/LILRB4/FPR3/TLR4/ITGAM/LAPTM5/PIK3AP1/CR1/NINJ1/THEMIS2/BTK/SH2D1A/GCSAM/C3/DUSP22/FGR/TLR1/LYN/TYROBP/LAX1/CD79A/CD3G/PRKCB/BTN2A2/PRNP/TNFAIP3/RIPK2/LPXN/CD72/STAP1/ADA/IGHD/MNDA/RFTN1/MEF2C/NOD2/FFAR2/NFKBIA/SLC39A6/PIK3CA/INPP5D/NCK1/PDE4B/GRB2/FPR2/CCR7/TRBC1/IFI35/SKAP1/CD14/PTPN2/MS4A1/IRAK4/PVRIG/RC3H2/CD81/BANK1/FPR1/CD300A/NMI/NCKAP1L/CRKL/TRAT1/GBP1/EP300/LCK/TRAF3/LILRA2/NR1H3/LCP2/TNIP2/MALT1/LAT2/CLEC7A/NOS2/CD3D/NFKBID/PLSCR1/BTN3A1/VAV1/PTPN6/NFKBIZ/MICB/KLRC4/TRAC/FCRL3/CD79B/THY1/ITK/IFNG/BLK/FYN/KLRD1/C5AR1/MAP3K7/PLCG2/ELF1/CTLA4/PTPN22/NFAM1/CD19/LIME1/FCN1/CYLD/MAPK1/BPIFB1/BTN3A3/TBK1/BTN3A2/TNIP3/PRAM1/CD276/CD8A/CBLB/HLA-DPB1/UBASH3A/PIK3CD/PRKCD/PLCL2/PAK2/CD47/PRKCH
BP	GO:0071219	cellular response to molecule of bacterial origin	212	0.65800192466895	2.75714908885914	0.00169491525423729	0.026694033814287	0.0218910004053242	4035	tags=53%, list=17%, signal=44%	CXCL5/MMP9/CXCL9/MMP3/IRAK2/KMO/CXCL13/PTAFR/NLRP7/LY96/WNT5A/TLR2/TLR5/FCAR/LTF/NFKB1/CXCL6/FCGR2B/TLR9/HCK/TLR4/CD274/IL1A/MMP8/CXCL8/CXCL10/MIF/LILRB1/CD86/CD40/TLR1/LYN/ABCA1/TLR10/SIRPA/IL1B/TNFAIP3/RIPK2/IRAK3/STAP1/MEF2C/NOD2/NFKBIA/LILRB2/GBP5/CD180/AXL/PDE4B/CSF3/GBP2/CD14/HAVCR2/RHOA/LY86/CD55/IRAK4/VIM/IL6/MAPK14/JAK2/LILRA2/SBNO2/NR1H3/PTPN11/CARD16/TNIP2/MALT1/LITAF/CD80/TSPO/SERPINE1/NOS2/CCR5/TIFAB/PTPN6/NFKBIZ/CARD8/TNIP1/AHR/CX3CL1/DEFA4/IL12B/PTGS2/IL24/AICDA/PLCG2/CAMP/SLC7A5/PTPN22/MAPK1/BMP6/LDOC1/IRF8/ADAM9/EDNRB/TNFRSF1B/NLRP3/TNIP3/GSTP1/CTR9/TNF/MTDH/PLSCR4/GFI1/CASP1/PF4/ARID5A/IL18/IL10/HSF1/RELA/MIR146A
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	298	0.629737704279735	2.75714205752883	0.00164473684210526	0.026694033814287	0.0218910004053242	3049	tags=44%, list=13%, signal=39%	IL4I1/IL13RA2/STAT4/FCER1G/IL7R/KLHL6/CR2/IGLL5/IGKC/IGLC1/CLU/C4BPB/IL6ST/CXCL13/HPRT1/CSF2RB/C1S/BCL6/TLR8/FCGR2B/PTPRC/IL18R1/LILRB4/TLR4/CD274/C1R/NBN/ICAM1/C4BPA/CCR2/CR1/LILRB1/FCGR2C/BTK/SWAP70/CD40/EBI3/CD27/C3/FCGR2A/DUSP22/SLAMF1/SERPING1/MR1/CTSC/IRF4/LGALS1/IL1B/TNFAIP3/RIPK2/ADA/IGHD/JAK1/BATF/RFTN1/ANXA1/MEF2C/NOD2/FCGR3B/HLA-E/STAT3/INPP5D/C1QB/LEF1/IL1R1/CTSH/P2RX7/C1RL/MSH6/HAVCR2/CD55/SLAMF6/TNFSF13B/RC3H2/IL6/CD81/BACH2/SASH3/SLC15A4/NCKAP1L/JAK2/IL4R/EP300/MAD2L2/RELB/STX7/LY9/MALT1/C1QA/CFI/IL33/CLEC7A/CD80/IL17RA/JAK3/SLC11A1/ZBTB1/NFKBID/ERCC1/IL18BP/SEMA4A/NFKB2/PTPN6/HLA-DRA/IL12RB1/NFKBIZ/PDCD1/AHR/C1QC/STAT5A/TAP2/IL12B/SOCS3/TGFB1/KLRD1/AICDA/MAP3K7/RORA/SOCS5/FADD/CD19/HLX/MLH1/CD4/BTN3A3/PRKCQ/PRF1/HFE/BTN3A2/TNFRSF1B/NLRP3
BP	GO:0002250	adaptive immune response	454	0.605771307149166	2.73955102619752	0.00160513643659711	0.026694033814287	0.0218910004053242	3049	tags=41%, list=13%, signal=37%	IL4I1/IL13RA2/SLAMF7/STAT4/FCER1G/IL7R/SAMSN1/KLHL6/LAIR1/LILRA6/CR2/IGLL5/IGKC/IGLC1/CLU/C4BPB/SIGLEC10/IL6ST/CLEC4D/CXCL13/FCAMR/HPRT1/CSF2RB/C1S/BCL6/TLR8/FCGR2B/PTPRC/IGHM/IL18R1/LILRB4/TLR4/CD274/TNFRSF17/C1R/IGLV1-44/NBN/ICAM1/C4BPA/CCR2/CD84/CR1/LILRB1/FCGR2C/CD86/BTK/SWAP70/BTLA/SH2D1A/CD40/EBI3/CD27/C3/FCGR2A/DUSP22/LILRB3/SLAMF1/SERPING1/LYN/PIK3CG/LAX1/CD79A/MR1/CTSC/LAMP3/CD3G/IRF4/MPEG1/PRKCB/LGALS1/CTSL/IL1B/TNFAIP3/RIPK2/HLA-DOB/ADA/IGHD/JAK1/CLEC4A/BATF/RFTN1/IL18RAP/ANXA1/MEF2C/NOD2/ADCY7/IGLV6-57/FCGR3B/LILRB2/HLA-E/STAT3/INPP5D/C1QB/LEF1/IL1R1/CTSH/TREM1/P2RX7/SIT1/TRBC1/SKAP1/C1RL/MSH6/HAVCR2/CD55/SLAMF6/TNFSF13B/RC3H2/IL6/CD81/BACH2/SASH3/SLC15A4/NCKAP1L/JAK2/TRAT1/IL4R/EP300/JAM3/MAD2L2/RELB/SIPA1/STX7/LY9/MALT1/C1QA/CFI/IL33/LAT2/CLEC7A/CD80/IL17RA/CAMK4/JAK3/SLC11A1/ZBTB1/CD3D/NFKBID/HLA-DMA/ERCC1/BTN3A1/IFNK/IL18BP/SEMA4A/NFKB2/TAP1/PTPN6/HLA-DRA/IL12RB1/NFKBIZ/MICB/PDCD1/AHR/C1QC/TRAC/STAT5A/TSC1/TAP2/CD79B/IL12B/SOCS3/TGFB1/ITK/IFNG/FYN/KLRD1/AICDA/MAP3K7/RORA/GPR183/CTLA4/LILRA3/SOCS5/FADD/CD19/LIME1/HLX/IFNE/MLH1/IRF1/CD4/BTN3A3/PRKCQ/PRF1/HFE/BTN3A2/TNFRSF1B/NLRP3
BP	GO:0071216	cellular response to biotic stimulus	237	0.64092266322313	2.73397538555534	0.00167224080267559	0.026694033814287	0.0218910004053242	4035	tags=50%, list=17%, signal=42%	CXCL5/MMP9/CXCL9/MMP3/IRAK2/KMO/CXCL13/PTAFR/NLRP7/LY96/WNT5A/TLR2/TLR5/FCAR/LTF/NFKB1/CXCL6/FCGR2B/TLR9/HCK/TXNIP/TLR4/CD274/IL1A/MMP8/CXCL8/CXCL10/MIF/LILRB1/CD86/BTK/CD40/TLR1/LYN/ABCA1/TLR10/SIRPA/IL1B/TNFAIP3/RIPK2/IRAK3/STAP1/MEF2C/NOD2/NFKBIA/LILRB2/GBP5/CD180/AXL/PDE4B/WFS1/CSF3/GBP2/CD14/HAVCR2/RHOA/LY86/CD55/IRAK4/VIM/IL6/MAPK14/JAK2/LILRA2/SBNO2/NR1H3/PTPN11/CARD16/TNIP2/MALT1/LITAF/CLEC7A/CD80/TSPO/SERPINE1/NOS2/APAF1/CCR5/TIFAB/PTPN6/NFKBIZ/CARD8/TNIP1/AHR/CX3CL1/DEFA4/IL12B/PTGS2/IL24/AICDA/PLCG2/CAMP/SLC7A5/PTPN22/MAPK1/BMP6/LDOC1/IRF8/ADAM9/EDNRB/TNFRSF1B/NLRP3/TNIP3/GSTP1/CDA/CTR9/TNF/MTDH/PLSCR4/GFI1/CASP1/PF4/ARID5A/IL18/IL10/HSF1/RELA/MIR146A
BP	GO:0002443	leukocyte mediated immunity	376	0.609542184951895	2.72769239972174	0.00158730158730159	0.026694033814287	0.0218910004053242	3991	tags=45%, list=17%, signal=38%	IL4I1/IL13RA2/ITGB2/SLAMF7/FCER1G/IL7R/CR2/IGLL5/IGKC/IGLC1/CLU/C4BPB/PTAFR/RAC2/HPRT1/CSF2RB/FCAR/CXCL6/C1S/BCL6/TLR8/FCGR2B/PTPRC/TLR9/IL18R1/LILRB4/TLR4/CD274/C1R/ITGAM/NBN/HCST/ICAM1/C4BPA/CCR2/CD84/CR1/LILRB1/FCGR2C/BTK/SWAP70/SH2D1A/CD40/CD27/C3/FCGR2A/DUSP22/SLAMF1/SERPING1/FGR/LYN/TYROBP/PIK3CG/MR1/CTSC/VAMP7/CORO1A/IL1B/SPI1/STAP1/IGHD/SERPINB9/BATF/RFTN1/IL18RAP/NDST2/NOD2/MILR1/FCGR3B/HLA-E/INPP5D/C1QB/PRDX1/IL1R1/CD2/CTSH/TREM1/GRB2/P2RX7/ANXA3/C1RL/MSH6/RASGRP1/PTGDS/HAVCR2/CD55/SLAMF6/IRAK4/ARL8B/IL6/CD81/SASH3/SLC15A4/CD300A/NCKAP1L/TIGIT/IL4R/ARRB2/MAD2L2/NCR1/STX7/MALT1/C1QA/CFI/LAT2/CADM1/CLEC7A/CD80/JAK3/NOS2/ZBTB1/ERCC1/VAV1/PTPN6/HLA-DRA/IL12RB1/NFKBIZ/DNASE1L3/SNAP23/PDCD1/AHR/KLRC4/C1QC/CRTAM/TAP2/IL12B/TGFB1/KLRD1/AICDA/MAP3K7/PLCG2/SERPINB4/FOXF1/CBL/FADD/CD19/S100A13/POMC/MLH1/BTN3A3/PRF1/HFE/BTN3A2/TNFRSF1B/NLRP3/STAT5B/PRAM1/BST2/PPP3CB/CD8A/ADAM17/STX4/GZMB/PIK3CD/PRKCD/TNF/CD28/CCR6/FCRLB/EXO1/LYST/ARID5A/IL18/TUBB/IL10/KLHL22/IRF7/MYO1G
BP	GO:0002274	myeloid leukocyte activation	224	0.644407855156679	2.72111526456005	0.00167224080267559	0.026694033814287	0.0218910004053242	2569	tags=43%, list=11%, signal=39%	IL13RA2/ITGB2/FCER1G/CST7/CLU/CLEC4D/PTAFR/RAC2/WNT5A/TLR2/S100A12/FCAR/CXCL6/FCGR2B/PTPRC/TLR9/LILRB4/TLR4/MMP8/ITGAM/CXCL8/MIF/CCR2/DOCK2/CD84/BTK/RHOH/SLAMF1/FGR/TLR1/LYN/IFNGR2/TYROBP/PIK3CG/CTSC/VAMP7/GPR137B/IRF4/IL16/CLEC12A/SPI1/STAP1/BATF/IL18RAP/ANXA1/DYSF/PREX1/MILR1/LRRK2/CD2/IFI35/ANXA3/RASGRP1/PTGDS/HAVCR2/CD300LF/IL6/CD300A/NMI/AIF1/JAK2/CALHM2/IL4R/CXCR2/LILRA2/IL15/RELB/SBNO2/NR1H3/PTPN11/LCP2/SYT11/TNIP2/C1QA/IL33/LAT2/CAMK4/DCSTAMP/SLC11A1/PLSCR1/CNR1/PTPN6/PLA2G2A/DNASE1L3/SNAP23/CX3CL1/TGFB1/IFNG/C5AR1/PLCG2/SPHK1/ATM/RORA/FOXF1/CAMP/CBL
BP	GO:0070661	leukocyte proliferation	322	0.615657935296363	2.71880948254383	0.0016366612111293	0.026694033814287	0.0218910004053242	3844	tags=45%, list=16%, signal=38%	IL4I1/TNFRSF9/GPNMB/IDO1/IL7R/CR2/CLU/CD38/IL6ST/RAC2/HPRT1/PLA2G2D/RASSF5/CSF2RB/BCL6/FCGR2B/PTPRC/TLR9/LILRB4/TLR4/CD274/MSN/IL1A/CSF1R/MIF/CCR2/DOCK2/CR1/LILRB1/GREM1/CD86/BTK/CD40/EBI3/DOCK8/SLAMF1/LYN/NMB/TNFRSF4/TYROBP/PIK3CG/CD79A/MZB1/NDP/IL2RA/BTN2A2/CORO1A/CEBPB/PRNP/IL1B/TNFAIP3/RIPK2/ADA/MNDA/ANXA1/CSF2RA/MEF2C/GAL/LILRB2/HLA-E/INPP5D/VCAM1/NCK1/LST1/LEF1/CD180/P2RX7/RASGRP1/HAVCR2/MS4A1/IKZF3/CD55/GJA1/TNFSF13B/RC3H2/IL6/CD81/SASH3/CD300A/BID/GAPT/NCKAP1L/AIF1/JAK2/IL15/PSMB10/MALT1/IL33/CD80/PRKAR1A/SLC11A1/BTN3A1/PTPN6/PLA2G2A/IL12RB1/NFKBIZ/ALKBH5/AHR/CX3CL1/CRTAM/FCRL3/CNN2/HHEX/IL12B/TGFB1/FYN/BMP4/ATM/TNFSF14/GPR183/CTLA4/PTPN22/FADD/CD19/MAPK1/TNFSF8/WNT4/IRF1/IGFBP2/PRKCQ/PLA2G2F/TBK1/BCL2L1/TNFRSF1B/TWSG1/STAT5B/BST2/GSTP1/PPP3CB/HLA-DPA1/CD276/CBLB/HLA-DPB1/PRKCD/PLCL2/ST6GAL1/CASP3/CD28/IL7/LRRC32/GPAM/AZI2/CCND3/CCL5
