	logFC	AveExpr	t	P.Value	adj.P.Val	B
MMP3	4.06251051587411	6.91828668782268	9.79370339254075	1.00355106698551e-13	2.36035210954991e-09	20.7192835684377
S100A8	2.24171251100224	5.21394945516295	9.13886883730825	1.11047131406227e-12	8.92974406254658e-09	18.4611930682763
FCGR3B	2.17743940156677	5.24853340277015	9.10491878733252	1.25925620404163e-12	8.92974406254658e-09	18.3428187048551
CHI3L1	2.02230732973585	4.92267026218904	9.05439433661992	1.5186639562154e-12	8.92974406254658e-09	18.1664316942942
IFITM2	1.16003288435346	9.20181193884323	8.75214311391011	4.67797850079118e-12	2.20052108677217e-08	17.1059129350155
BCL2A1	2.26070747997601	5.18345528003131	8.51951252427635	1.11741638926417e-11	4.38027224591555e-08	16.283904604017
SRGN	1.23334596213933	6.52266526799145	8.27469261575322	2.80491807538789e-11	9.42452473330333e-08	15.4140163759127
CXCL8	2.74952157764286	6.20752604134111	8.15969594627473	4.32723764127538e-11	1.27220786653496e-07	15.0038934245616
CXCL6	2.27322364348492	4.12255239174842	7.88256402596179	1.23358830577367e-10	2.54628881645846e-07	14.0121114291322
MMP12	2.92224788216028	8.45749196203717	7.86889304050771	1.29912694717269e-10	2.54628881645846e-07	13.9630756657659
RAB31	1.60045656419026	6.70800607317004	7.76787831816106	1.90484707067788e-10	3.3406908567998e-07	13.6004702580964
IFITM3	1.0395091896535	10.5098150337672	7.74244238865338	2.09766682970384e-10	3.3406908567998e-07	13.509091130605
LOC101928916 /// NNMT	1.4858835639321	5.86978748389681	7.73834066662365	2.13054263826518e-10	3.3406908567998e-07	13.494352990945
FCER1G	1.30575001461744	5.52788883256297	7.70732262582894	2.39646252838985e-10	3.47478169060148e-07	13.3828773943026
NCF2	1.3485085701396	4.32293139209572	7.6949562404117	2.51153438521365e-10	3.47478169060148e-07	13.338422906431
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	1.97909845612938	7.78804079043951	7.57698788141678	3.92947829391663e-10	4.86428049857469e-07	12.9140627594976
CSF2RB	2.09368908394658	5.96753339918731	7.54602493150455	4.4195907208827e-10	5.19743868775805e-07	12.8026027542491
PLEK	1.49564489515521	5.85119495240989	7.5254745242441	4.7782337156151e-10	5.35162176148891e-07	12.7286094849336
C2CD4A	1.92089497368075	6.32287643610744	7.40828068079496	7.45708213807277e-10	7.97229872215779e-07	12.3064275466107
LY96	1.73206563514521	5.19789651972382	7.35655277494252	9.07644768645688e-10	9.28165432980286e-07	12.1199830756051
IGKV1-17 /// IGKV1-17	2.32374344072816	7.87886214259736	7.3375804729441	9.75487178582965e-10	9.3271811328705e-07	12.0515884033635
SLAMF7	1.13216400122644	5.42006339945771	7.33331922697811	9.91409559191167e-10	9.3271811328705e-07	12.0362259038136
CXCL9	2.45091281403794	5.94549443535392	7.31981422305823	1.04361008117137e-09	9.44065734967328e-07	11.9875362513303
COL4A1	1.27106329900731	6.67999826718638	7.30889170710173	1.08783330265777e-09	9.47623676981876e-07	11.9481552664539
WARS	1.71504673625295	8.28208499709626	7.22857987430505	1.47604003779474e-09	1.22687481283277e-06	11.6585466977828
PLA2G7	1.48241283559256	4.80833964579927	7.22211877833757	1.51272829813564e-09	1.22687481283277e-06	11.6352448558334
KYNU	1.27494105727473	4.79424163832566	7.17863919609117	1.78449474129509e-09	1.39904387717535e-06	11.478429075558
C1QB	1.26766356025977	5.65759683582683	7.15468741498472	1.95452869911406e-09	1.4829198388117e-06	11.3920393411608
