	logFC	AveExpr	t	P.Value	adj.P.Val	B
IL13RA2	2.25248119549633	5.5374614025631	8.70775903333313	2.47028912854381e-12	5.81012003033505e-08	17.5397083606597
CXCL6	2.5483443111856	6.61711104021981	7.86899204617334	6.91644001857343e-11	8.13373346184236e-07	14.4348494318698
IL11	1.45782760788663	5.51479667832675	6.80536724715381	4.77751522556213e-09	2.23266923757641e-05	10.4712793283203
CFH	1.03211232022315	4.82119184335202	6.7101760862367	6.96582881323470e-09	2.34051848124686e-05	10.1177886300077
TNFRSF11B	1.55989524980525	5.80773994022239	6.36760019212691	2.69070801784227e-08	5.08624280193696e-05	8.850671879577
S100A9	1.85620317369066	8.76094787006872	6.35644319789518	2.81127365753318e-08	5.08624280193696e-05	8.80956675126042
PRKCDBP	1.17022061571233	5.65754209232055	6.28006668291273	3.79375135289399e-08	5.94865686109167e-05	8.52850208438598
PXDN	1.18169330192739	6.70196476138712	6.28006433551803	3.79378626345132e-08	5.94865686109167e-05	8.52849345501031
LILRB2	1.37934153373844	5.19199431637966	6.23631968641738	4.50299473512877e-08	5.99756147958883e-05	8.36778192023937
S100A8	1.85085572085668	7.315709109105	6.20826444611284	5.02557639533858e-08	5.99756147958883e-05	8.26481933832035
STC1	1.4403205245088	5.34807135872105	6.2045080999362	5.09996724454833e-08	5.99756147958883e-05	8.25104016220525
RBMS1	1.05253774696988	6.40209278332286	6.18177255800245	5.5741219260266e-08	6.24301655714979e-05	8.1676746114715
CFH /// CFHR1	1.23092267080088	6.58603475925902	6.1569432459479	6.14200868340979e-08	6.43866505321195e-05	8.07669925431779
INHBA	1.50134906229685	5.14928469264515	6.1434966546436	6.47313881417298e-08	6.43866505321195e-05	8.0274605564157
CAV1	1.36595235846147	7.59578628228821	6.11640681115843	7.19495065639211e-08	6.43866505321195e-05	7.92832845567916
SLC2A3	1.45005913315485	6.04182580475882	6.10255560307317	7.59430171926468e-08	6.43866505321195e-05	7.87767596592169
SLC2A14 /// SLC2A3	1.51138638764731	6.07686543620392	6.08142071008768	8.24638823452408e-08	6.43866505321195e-05	7.80043347926809
MNDA	2.20898034165177	6.17807223379183	6.07005893206563	8.61957638556804e-08	6.43866505321195e-05	7.75893232131883
LDLRAD3	1.04772916172287	4.6068941388619	6.05658649542956	9.08383787049208e-08	6.43866505321195e-05	7.70974284780528
CTHRC1	2.01041506268077	6.64441699528836	6.02925544828003	1.01031551984215e-07	6.43866505321195e-05	7.61002602220087
ENTPD1	1.02780195068687	5.4291372738003	6.02106084463288	1.04303002648264e-07	6.43866505321195e-05	7.58014725978202
TNC	1.07758220079379	4.59647348842051	6.01506351087443	1.06763578688464e-07	6.43866505321195e-05	7.55828572900387
TLR1	1.27606894212075	4.34273895140325	5.99232834759887	1.16624865480189e-07	6.49433087708563e-05	7.47545519429702
SELE	2.14842212558637	5.37333070808575	5.9753900768494	1.24553495311022e-07	6.49433087708563e-05	7.41379009700847
VCAN	1.35136080677502	5.72849159815972	5.97248643013367	1.25965284737531e-07	6.49433087708563e-05	7.40322311521596
NCF2	1.52600927438195	5.81047250924123	5.96121512161086	1.31597320651048e-07	6.49433087708563e-05	7.36221556151482
S100A12	2.35878636322879	5.67120266463497	5.95990361534972	1.32268640684241e-07	6.49433087708563e-05	7.35744515978038
C11orf96	1.57281295871685	8.09631442414551	5.9522035724558	1.36279030098586e-07	6.49433087708563e-05	7.32944231712937
IL6	2.10567216972635	6.51542612014457	5.9518383562373	1.36472207335733e-07	6.49433087708563e-05	7.32811433825289
COL4A1	1.35324104413646	8.03605601638838	5.9488562263562	1.38059755040086e-07	6.49433087708563e-05	7.3172715891665
S100A4	1.16229374664746	8.84654225175133	5.93919337177829	1.43330514742688e-07	6.61006609166278e-05	7.28214700960735
FAM129A	1.2774803218333	6.46712531647646	5.93003002927406	1.48512708401622e-07	6.71335735597126e-05	7.24885047615996
COL12A1	1.12813250322192	4.48299776201639	5.92406113131707	1.51987679478357e-07	6.71335735597126e-05	7.2271679828122
PTGS2	2.41613565794492	5.98254203205351	5.91287087690927	1.58720768372443e-07	6.78747722203613e-05	7.18653240587912
MMP3	2.19299437090517	10.0989840359114	5.89233320144773	1.71855409199322e-07	7.21792718637151e-05	7.11200089286694
FCGR3A /// FCGR3B	1.88966600993228	5.87103709873564	5.87544857271622	1.83455263836488e-07	7.43579094652499e-05	7.05077321458193
VNN2	1.44496193462236	5.97367107286515	5.87506509448392	1.83727522936562e-07	7.43579094652499e-05	7.04938312775514
SRGN	1.00977574156205	7.67439813552605	5.85600985051052	1.97771942040236e-07	7.62274753187938e-05	6.98033699575202
ITGA5	1.00258159694721	6.84266617371624	5.81474453899427	2.31930396711671e-07	8.22678000025817e-05	6.83100492302292
CSGALNACT1	1.56011371641144	5.52332939430637	5.81205261811386	2.34351301027762e-07	8.22678000025817e-05	6.82127258780982
PROK2	2.26232484823293	4.98965173946986	5.80299687912943	2.42680277600072e-07	8.27223207123723e-05	6.78854103554014
PTX3	1.59152419834729	3.71628483507149	5.76187624515295	2.84336805382063e-07	9.03447148312886e-05	6.64007851989623
G0S2	1.70785948355577	7.85697798020884	5.7574772046932	2.89191764941642e-07	9.03447148312886e-05	6.62421251621821
C5AR1	1.60271191864846	5.82300158487848	5.72052402379801	3.33346725408154e-07	0.000100516858738459	6.49106109371221
WNT5A	1.51205415053291	7.43346917390207	5.70651494148328	3.51774560100991e-07	0.000104730856374371	6.44064332452321
CD93	1.09849291779887	7.2047833766334	5.69910414951184	3.61926403216036e-07	0.000105092703748656	6.41398600078135
CXCR2	1.94280993808417	6.16196660525035	5.6843128489589	3.83061996322152e-07	0.000107766611801149	6.36080874241194
PI15	1.75326761451366	5.24245483441029	5.670952515057	4.0319853951267e-07	0.000107766611801149	6.31280893625151
FCGR3B	1.8937148447763	7.34192688642125	5.66080495624719	4.19188374514614e-07	0.000110675255952655	6.27637275355102
LOC101928916 /// NNMT	1.37410478498456	7.34258939583217	5.65813273858372	4.23502254920875e-07	0.000110675255952655	6.26678083761596
FPR1	1.2002677664878	5.61475970686063	5.6451014029187	4.45175827490832e-07	0.000113344555355628	6.22002319784261
TUBB6	1.07622458162812	6.90713679772347	5.64394162102589	4.47157039839872e-07	0.000113344555355628	6.21586327037564
COL4A2	1.01932352260678	7.77834117720924	5.63128288093646	4.69355929486499e-07	0.00011511757618976	6.17047446925275
SAMSN1	1.11395986080016	5.16479443440731	5.63099809638939	4.69867657917389e-07	0.00011511757618976	6.16945368847547
