ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
CC	GO:0062023	collagen-containing extracellular matrix	409	0.727833890948158	2.74892217907089	0.00109649122807018	0.017539246715102	0.0136462067524681	2531	tags=44%, list=11%, signal=40%	S100A8/S100A4/COL4A2/COL18A1/FCN1/CTHRC1/LAMC1/COL7A1/S100A9/VWF/COL12A1/ANGPTL2/PXDN/ANXA5/COL4A1/EGFL6/EFEMP1/LAMB2/HAPLN3/MMP2/A2M/VCAN/LOXL1/TIMP2/NTN1/COL15A1/TNC/MGP/COL8A1/ADAMTS5/WNT5A/SPARCL1/SERPINE1/TIMP1/LGALS1/LOXL2/ECM1/ANXA6/FCN3/FBN1/COL6A3/EGFL7/ADAMTS1/CTSH/CTSB/SDC2/AEBP1/THBS2/DCN/LTBP3/MMRN1/TGFB1/TGFBI/TGFB1I1/COL5A2/IGFBP7/SRPX/LUM/NDP/EFEMP2/COL9A3/ANGPT2/PLOD1/SERPINF1/LOX/NID1/HTRA1/ADAMTS2/SPARC/COL1A2/SFRP2/LAMA5/CLEC14A/COL6A2/TGFB3/LAMA4/COL24A1/EMILIN1/COL1A1/SULF1/MMRN2/MEGF9/SERPINB9/COL6A1/CLU/CDH13/EMILIN2/MXRA7/COL3A1/COL10A1/CTSL/ORM1/FBLN5/SERPINE2/CFP/F13A1/COL5A1/ICAM1/CCDC80/TIMP3/SERPING1/FBLN1/SERPINH1/COL13A1/WNT2/PSAP/HSPG2/PCOLCE/FBLN2/MFAP2/SBSPON/BGN/LAMA2/SPOCK1/GREM1/ADAMTS3/MMP8/HMCN1/COLEC12/PDGFB/ASPN/LTBP2/SERPINA3/COL5A3/CDH2/ANXA1/ANGPT1/ITIH5/FGF10/COL14A1/ACTA2/LAMB1/MXRA5/SRPX2/EYS/A1BG/COL27A1/CTSC/ADAMTS9/MATN3/RARRES2/ADAM19/LAMC3/AZGP1/CXCL12/SMOC1/MMP9/TINAGL1/F3/CD151/ANGPTL1/SPN/MARCO/GPC6/DPT/NID2/THBS1/TGFB2/MFGE8/MFAP4/CPA3/PTPRZ1/SFRP1/C1QB/COL23A1/WNT2B/ACAN/POSTN/LOXL3/AGT/TPSAB1/COL6A5/LTBP1/COL16A1/C1QA/ECM2/ADAMTS10/TPSB2/C1QC/FN1
BP	GO:0045229	external encapsulating structure organization	306	0.730809501720131	2.72401248862584	0.00113122171945701	0.017539246715102	0.0136462067524681	2435	tags=42%, list=10%, signal=39%	CAV2/MMP1/TNFRSF1B/COL4A2/COL18A1/LAMC1/CSGALNACT1/COL7A1/ENG/COL12A1/PTX3/PXDN/FOXC1/COL4A1/EGFL6/LAMB2/CAV1/MMP2/PDGFRA/LOXL1/IL6/TNFRSF11B/COL15A1/COL8A1/ADAMTS5/MMP3/LOXL2/PDPN/ADAMTS1/ADAMTS12/FAP/AEBP1/DDR2/TGFB1/TGFBI/FSCN1/COL5A2/LUM/MMP19/ITGA8/EFEMP2/COL9A3/PLOD1/FOXF2/LCP1/ANTXR1/LOX/CTSK/NID1/MPV17/ADAMTS2/RGCC/OLFML2B/COL1A2/GPM6B/SFRP2/MMP13/FOXF1/COL24A1/EMILIN1/COL1A1/ADAM8/SULF1/COL6A1/HAS2/TIE1/SERPINB5/CRISPLD2/KLK7/COL3A1/COL10A1/RAMP2/FBLN5/COL5A1/OLFML2A/CCDC80/FBLN1/SERPINH1/HAS1/COL13A1/PRDX4/PHLDB2/MMP14/MIA/LAMA2/GREM1/ADAMTS3/MMP8/HMCN1/COL5A3/MMP10/FKBP10/TNF/COL14A1/LAMB1/NFKB2/COL27A1/CRTAP/ADAMTS9/MATN3/COLGALT1/SMOC1/MMP9/MAD2L2/DPT/NID2/TGFB2/MFAP4/SH3PXD2B/ITGB3/TGFBR3/COL23A1/P4HA3/POSTN/TNFRSF1A/LOXL3/AGT/TGFBR1/RB1/TPSAB1/COL6A5/SPOCK2/COL16A1/ECM2/MMP12/MYH11/PAPLN/APBB2/ADAMTS10/CFLAR
BP	GO:0030198	extracellular matrix organization	305	0.731203825344062	2.72372718951744	0.00113250283125708	0.017539246715102	0.0136462067524681	2435	tags=43%, list=10%, signal=39%	CAV2/MMP1/TNFRSF1B/COL4A2/COL18A1/LAMC1/CSGALNACT1/COL7A1/ENG/COL12A1/PTX3/PXDN/FOXC1/COL4A1/EGFL6/LAMB2/CAV1/MMP2/PDGFRA/LOXL1/IL6/TNFRSF11B/COL15A1/COL8A1/ADAMTS5/MMP3/LOXL2/PDPN/ADAMTS1/ADAMTS12/FAP/AEBP1/DDR2/TGFB1/TGFBI/FSCN1/COL5A2/LUM/MMP19/ITGA8/EFEMP2/COL9A3/PLOD1/FOXF2/LCP1/ANTXR1/LOX/CTSK/NID1/MPV17/ADAMTS2/RGCC/OLFML2B/COL1A2/GPM6B/SFRP2/MMP13/FOXF1/COL24A1/EMILIN1/COL1A1/ADAM8/SULF1/COL6A1/HAS2/TIE1/SERPINB5/CRISPLD2/KLK7/COL3A1/COL10A1/RAMP2/FBLN5/COL5A1/OLFML2A/CCDC80/FBLN1/SERPINH1/HAS1/COL13A1/PRDX4/PHLDB2/MMP14/MIA/LAMA2/GREM1/ADAMTS3/MMP8/HMCN1/COL5A3/MMP10/FKBP10/TNF/COL14A1/LAMB1/NFKB2/COL27A1/CRTAP/ADAMTS9/MATN3/COLGALT1/SMOC1/MMP9/MAD2L2/DPT/NID2/TGFB2/MFAP4/SH3PXD2B/ITGB3/TGFBR3/COL23A1/P4HA3/POSTN/TNFRSF1A/LOXL3/AGT/TGFBR1/RB1/TPSAB1/COL6A5/SPOCK2/COL16A1/ECM2/MMP12/MYH11/PAPLN/APBB2/ADAMTS10/CFLAR
BP	GO:0043062	extracellular structure organization	306	0.729575562595489	2.71941311549533	0.00113122171945701	0.017539246715102	0.0136462067524681	2435	tags=42%, list=10%, signal=39%	CAV2/MMP1/TNFRSF1B/COL4A2/COL18A1/LAMC1/CSGALNACT1/COL7A1/ENG/COL12A1/PTX3/PXDN/FOXC1/COL4A1/EGFL6/LAMB2/CAV1/MMP2/PDGFRA/LOXL1/IL6/TNFRSF11B/COL15A1/COL8A1/ADAMTS5/MMP3/LOXL2/PDPN/ADAMTS1/ADAMTS12/FAP/AEBP1/DDR2/TGFB1/TGFBI/FSCN1/COL5A2/LUM/MMP19/ITGA8/EFEMP2/COL9A3/PLOD1/FOXF2/LCP1/ANTXR1/LOX/CTSK/NID1/MPV17/ADAMTS2/RGCC/OLFML2B/COL1A2/GPM6B/SFRP2/MMP13/FOXF1/COL24A1/EMILIN1/COL1A1/ADAM8/SULF1/COL6A1/HAS2/TIE1/SERPINB5/CRISPLD2/KLK7/COL3A1/COL10A1/RAMP2/FBLN5/COL5A1/OLFML2A/CCDC80/FBLN1/SERPINH1/HAS1/COL13A1/PRDX4/PHLDB2/MMP14/MIA/LAMA2/GREM1/ADAMTS3/MMP8/HMCN1/COL5A3/MMP10/FKBP10/TNF/COL14A1/LAMB1/NFKB2/COL27A1/CRTAP/ADAMTS9/MATN3/COLGALT1/SMOC1/MMP9/MAD2L2/DPT/NID2/TGFB2/MFAP4/SH3PXD2B/ITGB3/TGFBR3/COL23A1/P4HA3/POSTN/TNFRSF1A/LOXL3/AGT/TGFBR1/RB1/TPSAB1/COL6A5/SPOCK2/COL16A1/ECM2/MMP12/MYH11/PAPLN/APBB2/ADAMTS10/CFLAR
MF	GO:0005201	extracellular matrix structural constituent	161	0.776835720976448	2.71478219769751	0.00126262626262626	0.017539246715102	0.0136462067524681	2346	tags=52%, list=10%, signal=47%	COL4A2/COL18A1/CTHRC1/LAMC1/COL7A1/VWF/COL12A1/PXDN/COL4A1/EFEMP1/LAMB2/TFPI2/VCAN/COL15A1/TNC/MGP/COL8A1/ECM1/FBN1/COL6A3/AEBP1/THBS2/DCN/MMRN1/TGFBI/COL5A2/IGFBP7/SRPX/LUM/EFEMP2/COL9A3/NID1/SPARC/COL1A2/LAMA5/COL6A2/LAMA4/COL24A1/EMILIN1/COL1A1/MMRN2/COL6A1/MUC5AC/EMILIN2/COL3A1/COL10A1/FBLN5/COL5A1/FBLN1/COL13A1/CHI3L1/HSPG2/PCOLCE/FBLN2/MFAP2/SBSPON/BGN/LAMA2/SPOCK1/MUC6/HMCN1/ASPN/LTBP2/COL5A3/COL14A1/LAMB1/MXRA5/SRPX2/COL27A1/MATN3/TINAGL1/DPT/CD4/NID2/THBS1/MFGE8/MFAP4/COL23A1/ACAN/POSTN/COL6A5/LTBP1/COL16A1
BP	GO:0060326	cell chemotaxis	284	0.704820569089714	2.61304565995463	0.00115606936416185	0.017539246715102	0.0136462067524681	2267	tags=39%, list=10%, signal=36%	CXCL6/S100A8/S100A12/NRP1/TREM1/TNFAIP6/CXCR2/HGF/ENG/S100A9/C5AR1/CSF3R/FGF2/FLT1/C3AR1/NINJ1/MMP2/PDGFRA/RAB13/VEGFC/IL6/ARRB2/FPR2/CXCL8/WNT5A/SERPINE1/FCER1G/CXCL16/KDR/CXCL5/FFAR2/LYN/AIF1/CCL2/PREX1/NOD2/CCL11/CCL4/CCR2/LOX/ITGA9/IL1B/CCR10/EDNRB/CCL18/CXCR1/PDE4B/SWAP70/ADAM8/CCL8/CCR1/LYST/CCL7/BIN2/SLAMF1/LPAR1/JAM3/IL10/S1PR1/TNFSF14/IL17RA/EPHB1/PDGFRB/CX3CR1/PPBP/CKLF/CCL13/GREM1/GPSM3/GPR183/ITGA1/RIN3/ITGB2/VAV1/PIK3CD/PDGFB/RHOG/SLAMF8/ANXA1/SLIT2/PRKD1/TRPM2/RARRES2/RAC2/EGR3/CXCL12/CXCR4/DEFA4/VCAM1/CH25H/DOCK4/NCKAP1L/CORO1A/CXCL11/CSF1R/ANO6/RAC3/ELMO2/LEF1/THBS1/TGFB2/CXCL10/PIK3CG/PLA2G7/ACKR3/CMKLR1/CXCL17/CX3CL1/ABCC1/IL6R/CCR5
BP	GO:0002274	myeloid leukocyte activation	224	0.717581641077785	2.59466380056047	0.00119047619047619	0.017539246715102	0.0136462067524681	2628	tags=43%, list=11%, signal=38%	CXCL6/IL13RA2/S100A12/LILRA2/PTAFR/CXCR2/SPHK1/C5AR1/TLR2/TLR1/FGR/SLC11A1/CD93/IL6/CALHM2/TYROBP/CXCL8/WNT5A/CD300A/FCER1G/LCP2/HYAL2/TGFBR2/TLR4/GPR137B/LYN/AIF1/TGFB1/PREX1/CSF2/IL18RAP/SNCA/SYT11/CCR2/BATF3/FCGR2B/FCAR/FOXF1/CLEC4D/PRAM1/FES/DYSF/CLU/PLA2G4A/KCNJ8/LAT2/SLAMF1/LRRK2/IL33/IL10/ITGAM/CX3CR1/SPI1/CST7/TLR6/BATF/ITGB2/MMP8/GAB2/PIK3CD/PTPRC/BTK/PLCG2/NR4A3/ANXA1/TNF/CTSC/TSLP/DOCK2/RAC2/RORA/CLEC12A/HAVCR2/STXBP1/CD200/LILRB4/HAMP/SUCNR1/THBS1/RBPJ/IRF4/PIK3CG/IL4R/MIR142/PTPN6/CX3CL1/IL15/ITGB8/MT1G/C1QA/ANXA3/PTGDS/IFNG/FN1/RHOH/RELB
BP	GO:0050900	leukocyte migration	365	0.691038029299841	2.59453702465861	0.00110619469026549	0.017539246715102	0.0136462067524681	3082	tags=42%, list=13%, signal=37%	CXCL6/S100A8/S100A12/ADA/TREM1/PTAFR/TNFAIP6/CXCR2/S100A9/C5AR1/CSF3R/SELE/FLT1/SELP/C3AR1/NINJ1/MMP2/VEGFC/SIRPA/SELL/IL6/FPR2/CXCL8/WNT5A/SERPINE1/CD300A/FCER1G/CXCL16/ECM1/CXCL5/FFAR2/PECAM1/LYN/CHST2/AIF1/LYVE1/TGFB1/CCL2/MSN/HCK/PREX1/PLVAP/NOD2/CCL11/THY1/CCL4/CCR2/ITGA9/IL1B/SELPLG/EDNRB/IL1R1/CXCR1/PDE4B/EMILIN1/SWAP70/ADAM8/NKX2-3/CCL8/CCR1/PLCB1/LYST/CCL7/SLAMF1/FYN/JAM3/IL33/IL10/S1PR1/JAM2/TNFSF14/IL17RA/ICAM1/CX3CR1/PPBP/CKLF/DOCK8/MMP14/CCL13/GREM1/GPSM3/GPR183/ITGA1/IL17A/STK10/RIN3/ITGB2/VAV1/PIK3CD/PDGFB/SLAMF8/CD69/ANXA1/TNF/GNAI1/SLIT2/TNFRSF18/TRPM2/RARRES2/RAC2/MYO1G/CXCL12/CXCR4/DEFA4/VCAM1/CH25H/ABL2/LRCH1/SPN/CD200/NCKAP1L/CORO1A/CXCL11/CSF1R/ANO6/IL1A/RAC3/THBS1/TGFB2/CD99L2/CD81/CXCL10/PIK3CG/ITGB3/PLA2G7/CMKLR1/CXCL17/SPNS2/CX3CL1/MADCAM1/IL6R/CCR5/IRAK4/FADD/ITGA4/CCR6/CXCL13/TRIM55/MSTN/NLRP12/ITGAL/PRTN3/PF4V1/PGF/TNFSF11/CD99/CYP7B1/TMEM102/FUT7/CCR7/FUT9/C5AR2/ROR2/BST1
BP	GO:0030595	leukocyte chemotaxis	210	0.720854826127461	2.59077906555152	0.00120918984280532	0.017539246715102	0.0136462067524681	2267	tags=41%, list=10%, signal=37%	CXCL6/S100A8/S100A12/TREM1/TNFAIP6/CXCR2/S100A9/C5AR1/CSF3R/FLT1/C3AR1/NINJ1/MMP2/VEGFC/IL6/FPR2/CXCL8/WNT5A/SERPINE1/FCER1G/CXCL16/CXCL5/FFAR2/LYN/AIF1/CCL2/PREX1/NOD2/CCL11/CCL4/CCR2/ITGA9/IL1B/EDNRB/CXCR1/PDE4B/SWAP70/ADAM8/CCL8/CCR1/LYST/CCL7/SLAMF1/JAM3/IL10/S1PR1/TNFSF14/IL17RA/CX3CR1/PPBP/CKLF/CCL13/GREM1/GPSM3/GPR183/ITGA1/RIN3/ITGB2/VAV1/PIK3CD/PDGFB/SLAMF8/ANXA1/SLIT2/TRPM2/RARRES2/RAC2/CXCL12/CXCR4/DEFA4/CH25H/NCKAP1L/CORO1A/CXCL11/CSF1R/ANO6/THBS1/TGFB2/CXCL10/PIK3CG/PLA2G7/CMKLR1/CXCL17/CX3CL1/IL6R/CCR5
BP	GO:0006935	chemotaxis	416	0.685168553940154	2.59019878314278	0.00109649122807018	0.017539246715102	0.0136462067524681	2274	tags=37%, list=10%, signal=34%	CXCL6/S100A8/S100A12/S100A4/CMTM2/NRP1/FPR1/TREM1/PTAFR/PROK2/TNFAIP6/CXCR2/HGF/ENG/S100A9/C5AR1/CSF3R/FGF2/FLT1/C3AR1/NINJ1/MMP2/PDGFRA/RAB13/VEGFC/IL6/NTN1/ARRB2/FPR2/CXCL8/WNT5A/SERPINE1/NRG1/FCER1G/CXCL16/KDR/CXCL5/FFAR2/LYN/AIF1/TGFB1/CCL2/PREX1/NOD2/CCL11/CCL4/CCR2/ANGPT2/LOX/ITGA9/IL1B/CCR10/ECSCR/ROBO1/EDNRB/CCL18/CXCR1/PDE4B/NRP2/SWAP70/ADAM8/FES/CCL8/PLAU/CCR1/CMTM3/CDH13/ENPP2/SEMA4D/LYST/CCL7/BIN2/SLAMF1/LPAR1/TYMP/JAM3/IL10/S1PR1/TNFSF14/IL17RA/EPHB1/PDGFRB/LSP1/CX3CR1/PPBP/CKLF/CCL13/BMPR2/GREM1/GPSM3/GPR183/ITGA1/RIN3/ITGB2/PPM1F/VAV1/SEMA4A/PIK3CD/PDGFB/RHOG/SLAMF8/FPR3/SEMA4C/ANXA1/ANGPT1/FGF10/SLIT2/PRKD1/MAP2K1/ITGAV/TRPM2/DOCK2/SEMA3F/RARRES2/CYSLTR1/RAC2/EGR3/FGF7/CXCL12/CXCR4/DEFA4/VCAM1/F3/CH25H/SPN/DOCK4/NCKAP1L/CORO1A/SUCNR1/CXCL11/CSF1R/ANO6/RAC3/ELMO2/LEF1/THBS1/TGFB2/LTB4R2/CXCL10/PIK3CG/ITGB3/NTF3/CXCL1/PLA2G7/ACKR3/CMKLR1/CXCL17/CX3CL1/ABCC1/RNASE2/PLXNA3/IL6R/CCR5/RALA
