ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0002250	adaptive immune response	454	0.733621659968213	2.68948448454514	0.00108342361863489	0.0218789771370357	0.0178627598449232	2455	tags=44%, list=10%, signal=40%	C1R/FCGR3B/CSF2RB/MPEG1/FCER1G/C1QB/SERPING1/SLAMF7/IGKC/C1S/C1QA/LGALS1/CLEC7A/LAMP3/ICAM1/FCGR2A/CD86/C1QC/IGLC1/SIGLEC10/IGHM/SAMSN1/IL13RA2/LILRB2/CD40/HLA-DOA/PTPRC/IGLV1-44/TNFRSF17/IL4I1/FCGR2B/LILRB1/ADA/CD274/BCL6/IL6/IGLL5/CTSC/LAIR1/CLEC4A/RFTN1/TLR8/FCGR2C/KLHL6/STAT5A/IL1R1/IGHD/DUSP10/TNFSF13B/P2RX7/CCR2/MAD2L2/NOD2/IL7R/SLAMF1/TNFAIP3/IL1B/CD84/CD80/ANXA1/IFNG/RIPK2/GPR183/C4BPB/C4BPA/NCKAP1L/BATF/CXCL13/TLR4/CR1/SASH3/IRF4/HAVCR2/IL33/TAP1/SH2D1A/PIK3CG/PRKCB/CD27/IL18BP/IL18R1/LY9/TGFB1/CTLA4/NBN/CTSL/IL12RB1/JAK2/HLA-DMA/CD1C/CD81/MICB/C3/TRAC/HLA-E/TNF/ITK/JAK1/LAX1/NFKBIZ/LAT2/TREM1/JAM3/CD69/TAP2/CD55/LILRB4/HLA-DPA1/PIK3CD/IL23A/CR2/IRF1/TCIRG1/STAT3/IL6ST/TRBC1/CD79A/JAK3/HLA-DPB1/MR1/MYO1G/IL2RB/TRAT1/TYK2/ADCY7/SWAP70/HLX/BTLA/HLA-DOB/CD74/BTK/STAT4/LILRA6/PTPN6/BTN3A3/FYN/CD3D/EOMES/HLA-DRA/EBI3/CD19/LILRB3/FCAMR/CTSH/IL18RAP/SOCS3/LYN/KCNJ8/CCL19/CD28/CD1E/RAB27A/CLU/CFI/HLA-DMB/CLEC10A/BTN3A1/EXO1/TRAV8-3/MLH1/IGLV6-57/ARID5A/LAG3/TNFSF4/HLA-DQB1/CD79B/MALT1/CCR6/AKIRIN2/LAT/TNFSF13/C2/IFNA4/GATA3/MEF2C/IL27RA/CSK/NFKB2/IL9/SH2D1B/NLRP3/HLA-B/RORA/SLC15A4/IRF7/ERAP2/SLAMF6/BTN3A2/CD3G/TRIM27/PRDM1/CD247/LIME1/DCLRE1C/IL17RA/FCRLB/SEMA4A/PARP3/IL4R/CD4/INPP5D
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	298	0.746777201681813	2.68047509825821	0.00111234705228031	0.0218789771370357	0.0178627598449232	2721	tags=46%, list=12%, signal=41%	C1R/FCGR3B/CSF2RB/FCER1G/C1QB/SERPING1/IGKC/C1S/C1QA/LGALS1/CLEC7A/ICAM1/FCGR2A/C1QC/IGLC1/IL13RA2/CD40/PTPRC/IL4I1/FCGR2B/LILRB1/ADA/CD274/BCL6/IL6/IGLL5/CTSC/RFTN1/TLR8/FCGR2C/KLHL6/STAT5A/IL1R1/IGHD/TNFSF13B/P2RX7/CCR2/MAD2L2/NOD2/IL7R/SLAMF1/TNFAIP3/IL1B/CD80/ANXA1/RIPK2/C4BPB/C4BPA/NCKAP1L/BATF/CXCL13/TLR4/CR1/SASH3/IRF4/HAVCR2/IL33/CD27/IL18BP/IL18R1/LY9/TGFB1/NBN/IL12RB1/JAK2/CD1C/CD81/C3/HLA-E/TNF/JAK1/NFKBIZ/CD69/TAP2/CD55/LILRB4/IL23A/CR2/TCIRG1/STAT3/IL6ST/JAK3/MR1/MYO1G/IL2RB/TYK2/SWAP70/HLX/CD74/BTK/STAT4/PTPN6/BTN3A3/HLA-DRA/EBI3/CD19/CTSH/SOCS3/CCL19/CD28/CD1E/RAB27A/CLU/CFI/EXO1/MLH1/ARID5A/TNFSF4/MALT1/CCR6/TNFSF13/C2/GATA3/MEF2C/IL27RA/NFKB2/IL9/NLRP3/HLA-B/RORA/SLC15A4/IRF7/SLAMF6/BTN3A2/IL17RA/FCRLB/SEMA4A/PARP3/IL4R/CD4/INPP5D/AHR/LEF1/PRKCQ/DUSP22/C1RL/BACH2/HLA-F
BP	GO:0002443	leukocyte mediated immunity	376	0.728538439927092	2.64927319436707	0.00109289617486339	0.0218789771370357	0.0178627598449232	2466	tags=39%, list=10%, signal=36%	C1R/FCGR3B/CSF2RB/FCER1G/C1QB/SERPING1/TYROBP/SLAMF7/CXCL6/IGKC/C1S/C1QA/ITGB2/CLEC7A/SERPINB9/ICAM1/CD300A/FCGR2A/C1QC/IGLC1/IL13RA2/CD40/FGR/PTPRC/IL4I1/FCGR2B/LILRB1/CD274/BCL6/IL6/IGLL5/CTSC/RFTN1/TLR8/FCGR2C/IL1R1/IGHD/P2RX7/CCR2/MAD2L2/NOD2/IL7R/SLAMF1/PTAFR/IL1B/CD84/ITGAM/CD80/RAC2/STXBP1/C4BPB/C4BPA/NCKAP1L/BATF/TLR4/CR1/RASGRP1/DNASE1L3/SASH3/HAVCR2/NOS2/SH2D1A/PIK3CG/PTGDS/CORO1A/CD27/IL18R1/TGFB1/CD2/NBN/IL12RB1/CD1C/CD81/C3/VAV1/HLA-E/TNF/GZMB/NFKBIZ/LAT2/TREM1/TAP2/CD55/LILRB4/PIK3CD/IL23A/CR2/TCIRG1/STAP1/JAK3/MR1/MYO1G/IL2RB/BST2/SWAP70/SPI1/CD74/BTK/MILR1/PTPN6/BTN3A3/HLA-DRA/FOXF1/CD19/HCST/CTSH/IL18RAP/TUBB/LYN/PLCG2/CD28/CD1E/RAB27A/CLU/CFI/EXO1/MLH1/ARID5A/LAG3/TNFSF4/MALT1/CCR6/ANXA3/LAT/TNFSF13/C2/GATA3/IL27RA/IL9/SH2D1B/STAT5B/NLRP3/KIT/HLA-B/CHGA/TIGIT/SLC15A4/IRF7/SLAMF6/BTN3A2/PLA2G3/LYST/FCRLB/PARP3/CRTAM/IL4R/INPP5D/CADM1
BP	GO:0016064	immunoglobulin mediated immune response	121	0.800111802936833	2.63311182011537	0.00132275132275132	0.0218789771370357	0.0178627598449232	2455	tags=50%, list=10%, signal=45%	C1R/FCGR3B/CSF2RB/FCER1G/C1QB/SERPING1/IGKC/C1S/C1QA/FCGR2A/C1QC/IGLC1/IL13RA2/CD40/PTPRC/FCGR2B/BCL6/IGLL5/TLR8/FCGR2C/IGHD/MAD2L2/NOD2/C4BPB/C4BPA/BATF/CR1/CD27/TGFB1/NBN/CD81/C3/HLA-E/TNF/NFKBIZ/CD55/CR2/TCIRG1/IL2RB/SWAP70/CD74/BTK/PTPN6/CD19/CD28/CLU/CFI/EXO1/MLH1/TNFSF4/CCR6/TNFSF13/C2/IL27RA/IL9/SLC15A4/IRF7/FCRLB/PARP3/IL4R/INPP5D
BP	GO:0002449	lymphocyte mediated immunity	284	0.735684847321669	2.62900969457837	0.00112233445566779	0.0218789771370357	0.0178627598449232	2466	tags=41%, list=10%, signal=37%	C1R/FCGR3B/CSF2RB/FCER1G/C1QB/SERPING1/SLAMF7/IGKC/C1S/C1QA/SERPINB9/ICAM1/FCGR2A/C1QC/IGLC1/IL13RA2/CD40/PTPRC/IL4I1/FCGR2B/LILRB1/CD274/BCL6/IL6/IGLL5/CTSC/RFTN1/TLR8/FCGR2C/IL1R1/IGHD/P2RX7/CCR2/MAD2L2/NOD2/IL7R/SLAMF1/IL1B/CD80/C4BPB/C4BPA/NCKAP1L/BATF/CR1/RASGRP1/SASH3/HAVCR2/SH2D1A/CORO1A/CD27/IL18R1/TGFB1/CD2/NBN/IL12RB1/CD1C/CD81/C3/VAV1/HLA-E/TNF/GZMB/NFKBIZ/TAP2/CD55/LILRB4/IL23A/CR2/TCIRG1/MR1/MYO1G/IL2RB/SWAP70/CD74/BTK/PTPN6/BTN3A3/HLA-DRA/CD19/HCST/CTSH/IL18RAP/TUBB/CD28/CD1E/RAB27A/CLU/CFI/EXO1/MLH1/ARID5A/LAG3/TNFSF4/MALT1/CCR6/TNFSF13/C2/GATA3/IL27RA/IL9/SH2D1B/STAT5B/NLRP3/HLA-B/TIGIT/SLC15A4/IRF7/SLAMF6/BTN3A2/LYST/FCRLB/PARP3/CRTAM/IL4R/INPP5D/CADM1
BP	GO:0019724	B cell mediated immunity	124	0.794925886730653	2.61816819679469	0.00131578947368421	0.0218789771370357	0.0178627598449232	2455	tags=49%, list=10%, signal=44%	C1R/FCGR3B/CSF2RB/FCER1G/C1QB/SERPING1/IGKC/C1S/C1QA/FCGR2A/C1QC/IGLC1/IL13RA2/CD40/PTPRC/FCGR2B/BCL6/IGLL5/TLR8/FCGR2C/IGHD/MAD2L2/NOD2/C4BPB/C4BPA/BATF/CR1/CD27/TGFB1/NBN/CD81/C3/HLA-E/TNF/NFKBIZ/CD55/CR2/TCIRG1/IL2RB/SWAP70/CD74/BTK/PTPN6/CD19/CD28/CLU/CFI/EXO1/MLH1/TNFSF4/CCR6/TNFSF13/C2/IL27RA/IL9/SLC15A4/IRF7/FCRLB/PARP3/IL4R/INPP5D
BP	GO:0050729	positive regulation of inflammatory response	147	0.772714533930384	2.59722903201315	0.00123762376237624	0.0218789771370357	0.0178627598449232	2050	tags=48%, list=9%, signal=44%	S100A8/PLA2G7/LGALS1/IDO1/C2CD4A/AIM2/S100A9/GBP5/IL6/CTSC/LRRK2/WNT5A/CCR7/CCR2/S100A12/ALOX5AP/IL1B/IFNG/ABCC1/CEBPB/TLR4/PTGS2/GBP1/IL33/PIK3CG/SERPINE1/TGFB1/NAIP/GBP2/CCL24/ETS1/NLRC4/CX3CL1/CD81/MAP3K8/C3/HLA-E/ZBP1/TNF/IL16/NFKBIZ/NMI/AGT/CASP5/SUCNR1/TLR2/IL23A/ADAM8/OSMR/IL6ST/STAP1/TLR7/TNFSF11/FFAR2/BTK/CASP1/PLA2G2A/PLCG2/CD28/NFKBIA/CD47/IFI35/NINJ1/TNFSF4/GPSM3/OSM/LILRA5/GSDMD/STAT5B/NLRP3/AGTR1
BP	GO:0070661	leukocyte proliferation	322	0.718780102667633	2.58716927995832	0.00111111111111111	0.0218789771370357	0.0178627598449232	2925	tags=44%, list=12%, signal=39%	CSF2RB/AIF1/TYROBP/LST1/IDO1/CD300A/MNDA/CD86/MSN/IL1A/TNFRSF9/LILRB2/CSF1R/CD40/GPNMB/VSIG4/MZB1/CD38/PTPRC/IL4I1/FCGR2B/LILRB1/ADA/CD274/BCL6/IL6/DOCK2/DOCK8/VCAM1/TNFSF13B/P2RX7/CCR2/RASSF5/IL7R/SLAMF1/TNFAIP3/IL1B/CD80/ANXA1/BTN2A2/RIPK2/CCL8/RAC2/GPR183/NCKAP1L/IL2RA/CEBPB/TLR4/CR1/RASGRP1/SASH3/GREM1/HHEX/HAVCR2/IL33/PIK3CG/CORO1A/TNFRSF4/TGFB1/CTLA4/IL12RB1/JAK2/CX3CL1/PRNP/CD81/CSF2RA/PLA2G2D/HLA-E/ATM/GJA1/NFKBIZ/MS4A1/FCRL3/PSMB10/CD55/LILRB4/HLA-DPA1/IL23A/CR2/IRF1/TCIRG1/IL6ST/IKZF3/CD79A/HLA-DPB1/BST2/TNFSF11/TYK2/TGFBR2/CD74/BTK/PTPN6/FYN/TNFSF8/EBI3/CD19/CD180/LYN/CCL19/PLA2G2A/CD28/CLU/HLA-DMB/GAL/BTN3A1/BID/TNFSF4/MALT1/CNN2/SHH/TNFSF13/MIF/MEF2C/IL9/PRKAR1A/CD22/STAT5B/KIT/CCND3/NMBR/NFATC2/SOX11/GAPT/IGF1/CRTAM/INPP5D/IL7/AHR/LEF1/PRKCQ/NCK1/CBLB/LRRC32/TLR9/GLMN/CCL5/HELLS/TNFRSF13B/HLA-G/ZAP70/CD276/IL12B
BP	GO:0002274	myeloid leukocyte activation	224	0.738963099746769	2.58531574800576	0.00116959064327485	0.0218789771370357	0.0178627598449232	2811	tags=46%, list=12%, signal=41%	FCER1G/AIF1/TYROBP/CXCL6/CXCL8/C1QA/ITGB2/CD300A/CD300LF/IL13RA2/FGR/VSIG4/PTPRC/FCGR2B/IL6/CTSC/LRRK2/WNT5A/DOCK2/LCP2/CD93/TLR1/CCR2/S100A12/SLAMF1/PTAFR/CD84/ITGAM/ANXA1/IFNG/RAC2/STXBP1/BATF/RHOH/TLR4/RASGRP1/DNASE1L3/IRF4/TMEM106A/BATF2/HAVCR2/C5AR1/IL33/PIK3CG/PTGDS/TGFB1/PREX1/CD2/JAK2/CX3CL1/TNF/ATM/CXCR2/BATF3/IL16/LAT2/NMI/LILRB4/SUCNR1/TLR2/PIK3CD/CALHM2/STAP1/CST7/DYSF/TGFBR2/SPI1/CD74/BTK/MILR1/PTPN6/FOXF1/IL18RAP/LYN/KCNJ8/SPHK1/PLA2G2A/PLCG2/PLSCR1/CLU/ADAM9/IFI35/CLEC12A/ANXA3/IL31RA/LAT/MIF/KIT/SBNO2/FN1/RORA/CHGA/PLA2G3/CRTC3/RBPJ/IL4R/CRLF2/TLR6/CD200/GPR137B/TLR9/SYT11/CCL5/CLEC4D
BP	GO:0030595	leukocyte chemotaxis	210	0.742112106838999	2.58478922713369	0.00117370892018779	0.0218789771370357	0.0178627598449232	1955	tags=39%, list=8%, signal=36%	S100A8/CXCL9/FCER1G/AIF1/CXCL6/CXCL8/SLAMF8/ITGB2/PLA2G7/CXCL10/CCR1/PDE4B/S100A9/TNFAIP6/CCL2/CXCL11/CCL4/CSF1R/IL6/WNT5A/CCR7/C3AR1/CCR2/NOD2/S100A12/SLAMF1/IL1B/MMP2/ANXA1/CXCR4/CCL8/RAC2/GPR183/NCKAP1L/CXCL13/GREM1/C5AR1/CYP7B1/CXCL5/PIK3CG/CORO1A/SERPINE1/PREX1/CCL24/CX3CL1/VAV1/CMKLR1/FPR2/CXCR2/CCL11/CXCL3/IL16/EDNRB/CCL22/TREM1/JAM3/S1PR1/CCR5/PIK3CD/IL23A/CSF3R/PF4V1/ADAM8/STAP1/GPR18/ALOX5/TNFSF11/FFAR2/SWAP70/CD74/MOSPD2/LYN/CCL19/CXCL12/VEGFC/PF4/NINJ1/CCR6/GPSM3/MIF/PPIB
