logFC	AveExpr	t	P.Value	adj.P.Val	B
MMP3	3.95826678359667	6.94673863418358	7.28814457551561	7.8854093719646e-09	0.000148509972922482	9.99433425200048
CHI3L1	1.99828024751739	4.90223410613477	7.13975528801708	1.26283990580342e-08	0.000148509972922482	9.56259752311387
SRGN	1.21786259706628	6.52038919829024	6.77878724861089	3.99547837965097e-08	0.000229766183244087	8.50425719925747
C1R	1.33785696434321	6.64915305912457	6.76442020409895	4.18357245991476e-08	0.000229766183244087	8.46192220535796
S100A8	1.88231219587423	5.2021520468206	6.7160679084572	4.88448518801205e-08	0.000229766183244087	8.31933770955213
FCGR3B	1.90698368848606	5.28982637061616	6.64953311828112	6.04600276757318e-08	0.000237003308488869	8.12287872764986
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	1.90859241571107	7.7280761461454	6.54314141199143	8.50739127420062e-08	0.000242562122728865	7.80816029981401
CSF2RB	2.1398232831838	5.98128593976482	6.51602851304454	9.28171387993108e-08	0.000242562122728865	7.72785289421866
BCL2A1	2.13001423553448	5.22340880639873	6.47659637624928	1.05358718406058e-07	0.000247803705691049	7.61098597903657
MPEG1	1.35604911914647	5.76430170020917	6.39973391759007	1.34904443977521e-07	0.000263763062960772	7.38296083336545
IFITM2	1.04892918832856	9.1988291851286	6.37204536622232	1.47475123033307e-07	0.000263763062960772	7.30075074958053
COL4A1	1.24369706248496	6.60125221874564	6.35259493455525	1.57001823190936e-07	0.000263763062960772	7.24298054996192
HCK	1.08778144526074	5.61816998437672	6.19852822171316	2.57856460862431e-07	0.000352670159739591	6.7848729713579
LOC101928916 /// NNMT	1.41883165125191	5.81212366906914	6.19008766534818	2.64964876351695e-07	0.000352670159739591	6.75975268598142
CXCL9	2.67945802033793	6.11631708002531	6.18486324771619	2.69462728147501e-07	0.000352670159739591	6.74420305929456
FCER1G	1.33626855280868	5.54120390841387	6.18435927880408	2.69900632453768e-07	0.000352670159739591	6.74270303723997
C1QB	1.31648065159514	5.63852070140384	6.10326451474314	3.50506828880288e-07	0.000424321257201187	6.50124573906025
LY96	1.73534520691314	5.11483613635033	6.09426900179342	3.60817395579241e-07	0.000424321257201187	6.47445245652121
MMP12	2.85251060434129	8.30349696417208	6.04866358444391	4.17950208964866e-07	0.000465577647816962	6.3385920057911
IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31	1.17601279700885	7.33126224149533	6.0028385212213	4.84476045567813e-07	0.000474786524656456	6.20204316075836
SERPING1	1.35724568386746	5.14387160067324	5.98876054567784	5.06966607846993e-07	0.000476954184662451	6.1600883057375
PLEK	1.4562263102729	5.83321691908874	5.9414281165163	5.90522203573486e-07	0.000534195470309553	6.01901509503882
TYROBP	1.31798053657899	6.26009317933474	5.91410682826001	6.44880201900808e-07	0.000561762309211371	5.93757748331413
SLAMF7	1.14935338015388	5.49187156579214	5.90264458445189	6.69148590923935e-07	0.000562084816376106	5.90341058112
CXCL6	2.03059877254658	4.2158597213763	5.83822329466265	8.23533718166402e-07	0.000645650435042459	5.71137984978459
NCF2	1.26957146989126	4.30430184246528	5.80244435105221	9.24154029346872e-07	0.000701164605491562	5.6047326874168
IGKV1-17 /// IGKV1-17	2.18908797678643	7.70704233790073	5.77753918870793	1.00135218543799e-06	0.000734443426693242	5.53050242314893
IGKV1OR2-108 /// IGKV1OR2-108	1.72673286337997	8.05650233747989	5.76425925728959	1.04511348690321e-06	0.000734443426693242	5.49092372042274
IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37	1.72140502302388	7.64269216372375	5.75037116828971	1.09292176591256e-06	0.000734443426693242	5.44953459240161
CXCL8	2.53271211077382	6.1461154545187	5.73426833926452	1.15109243174144e-06	0.00075204705540441	5.4015481546992
C1S	1.40469502015887	5.64436145429622	5.71494300543969	1.22499623856988e-06	0.000778700311653067	5.34396353458649
IGK /// IGKC	1.39882364108134	8.48679975602091	5.70202561238302	1.27701552885995e-06	0.000790405401020686	5.30547628183507
IGH /// IGHA1 /// IGHA2	1.73827060647585	11.6384876571985	5.69306385071563	1.31439415002227e-06	0.000792680779705737	5.27877650036323
CTSK	1.27742638264626	6.57403589785077	5.64687419213972	1.52506247890726e-06	0.000854034988188063	5.1411888258135
WARS	1.69855077243455	8.30496936753922	5.62375616783655	1.64282122003646e-06	0.000875463786500674	5.07234398114108
DRAM1	1.08828355957381	5.84917331850633	5.61772711946712	1.67499448947833e-06	0.000875463786500674	5.05439186135968
C1QA	1.32341482405054	6.00278786920158	5.6011881439016	1.76651315814062e-06	0.000901978544948717	5.00515036637496
MMP9	1.70369481228209	6.21915522942394	5.53695016651706	2.17174721989971e-06	0.00100155871788316	4.81397280394428
P2RY13	1.10354927043385	4.04880415597759	5.52275271253987	2.27312144593731e-06	0.00102815031554703	4.77173874275509
IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526	1.50237552191723	6.8663622446675	5.51157349604215	2.35624901128162e-06	0.00103202151052566	4.73848847518088
PLA2G7	1.51230854924899	4.78392092621703	5.50412408421254	2.41331560709657e-06	0.00103202151052566	4.71633439599431
CXCL10	2.14261313924964	6.87671586058155	5.49680594188259	2.47071610409274e-06	0.00103770076371895	4.69457282563541
LGALS1	1.07174283566962	8.00477315112568	5.46269356842855	2.75673279152137e-06	0.00107307572769463	4.59316374706747
IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28	1.92688174840573	7.22888115968722	5.44968196619147	2.87430998489632e-06	0.00107307572769463	4.55449618350136
IFI30 /// PIK3R2	1.08255335415711	9.21333714968758	5.42171676611216	3.14416857082892e-06	0.0011377053043984	4.47141633234976
PLAU	1.24434285234066	5.46568657684688	5.40006540692572	3.37028393283843e-06	0.00117902772158053	4.40711994891761
TGFBI	1.19889346438791	8.07017403672691	5.38885672262883	3.49362160061127e-06	0.00119086927603445	4.37384377716858
LAMP3	1.56836124016415	5.63831937600255	5.3756123489457	3.64515587765948e-06	0.00122348872348894	4.33453264517834
RAB31	1.43802028314221	6.65591467151509	5.36765421323143	3.73933278589844e-06	0.00122348872348894	4.31091636963604
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	1.30237039244428	7.66222909879185	5.36715057123966	3.74537364333349e-06	0.00122348872348894	4.30942189721266
IDO1	2.81751173978488	7.30463069210035	5.33461007521982	4.15695039425789e-06	0.00130361964363927	4.2128939749608
FAM26F	1.1328188329189	4.87439231383366	5.31393083389103	4.44155110340782e-06	0.00135669197340457	4.15158362203606
HLA-DQA1 /// HLA-DQA2 /// LOC100509457	2.17032010641906	7.19575651675171	5.29645295584398	4.69713076375167e-06	0.00139843690586632	4.09978536751536
INHBA	1.00954976127583	3.90052929432893	5.26566622824533	5.18335285444342e-06	0.0014688248088736	4.00859243945968
C2CD4A	1.62024616806884	6.391985264614	5.2094859851351	6.20292701609501e-06	0.00165787322066539	3.84235047043071
MNDA	1.58523339103508	4.12926766805639	5.20298966828683	6.33297490632736e-06	0.00167361314378449	3.82314220358199
FCGR3A /// FCGR3B	1.18869326530361	4.29951589800121	5.18660485637212	6.67311914463209e-06	0.00174390846979719	3.7747100282035
G0S2	1.55286043342526	6.11031842895675	5.15571838308144	7.36434506040858e-06	0.00186805208002294	3.68346962440964
EVI2B	1.42588204184851	6.36617312049112	5.14219077485594	7.68902148335915e-06	0.00190363984514323	3.64353276102462
CXCL1	2.13339027537111	7.56566779144335	5.13547439507793	7.85545509402961e-06	0.00192458649803726	3.62371002676413
IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31	1.03227652794626	4.58415540362238	5.09663426756286	8.89038018882712e-06	0.00210964549309878	3.50915356650371
CTHRC1	1.61301080678131	4.71443611621923	5.09467065529041	8.94614906675806e-06	0.00210964549309878	3.50336556083666
SELE	1.20193974563848	3.58777024564651	5.07638858799449	9.48230674422642e-06	0.00218650837866868	3.44949361733778
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31	1.52379665896647	6.49573196431915	5.05661516909667	1.00980771500441e-05	0.00230589101523337	3.39126204529243
C1QC	1.181626886108	6.48033138563606	5.03419385422306	1.08443328349039e-05	0.00238372624557888	3.32527781916095
IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@	1.69540121941564	8.62693643048593	5.02388994834672	1.12053525902421e-05	0.00244027678631938	3.29497073971657
HCAR3	2.30087078587987	5.50952860065084	4.9954169161463	1.22660126701741e-05	0.00259906863065311	3.21127814939429
CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@	1.55529460354207	8.25719229078461	4.99192397845099	1.24027892504853e-05	0.00260458574260191	3.20101687803868
AIM2	1.16564558990259	5.16827716049779	4.97899449933288	1.29223455251359e-05	0.00267607095196665	3.16304483686607
IGLL3P	1.4065254596805	8.01913400866424	4.93348159010331	1.49284563444347e-05	0.00297557028153479	3.029523359016
IGHM	1.14665748021271	6.75286491135608	4.92596050455801	1.52884115849693e-05	0.00300402660172366	3.00748084580034
S100A9	1.15713023494217	6.98663578310374	4.9251715089521	1.53266663353248e-05	0.00300402660172366	3.00516885962383
CCL18	1.20747059192946	6.06993540138468	4.91084752627437	1.60378591183241e-05	0.00305434250103559	2.96320784253498
COL5A2	1.2883599431885	5.34288848137488	4.90957049998449	1.61028261109019e-05	0.00305434250103559	2.9594680412351
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31	1.13358874848441	6.97217826525754	4.90281936965432	1.64506286017428e-05	0.00307078400565865	2.93970035627426
COL6A3	1.23568082554727	7.50879573536233	4.89855618952092	1.66740723465256e-05	0.00308798568181324	2.92722027757117
TNFAIP6	1.6111310019943	4.20376853474573	4.87995584307664	1.76845795925003e-05	0.003154084413646	2.87279463559323
CCL2	1.05743824038843	5.60930960051275	4.87489752446555	1.796969861516e-05	0.003154084413646	2.85800089102949
CXCL11	2.55676732391757	5.19906168416052	4.84405173887954	1.9809310643914e-05	0.00343532179355462	2.76785605164521
CCL4	1.18179346885424	6.374902845834	4.84317699398789	1.98641056089893e-05	0.00343532179355462	2.76530139128561
IL13RA2	1.03249370495888	3.79543903702209	4.81726458049051	2.15569607447297e-05	0.00357842715497473	2.68966929822316
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	1.09130709373581	6.73479674626969	4.76469863316029	2.54405680662862e-05	0.00393659316394112	2.53651258353387
LAPTM5	1.20100381809906	7.5074996912566	4.7305417858835	2.83261439469606e-05	0.00429826390730655	2.43719555911009
IGH /// IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31	1.08537970403775	6.57360839111294	4.71961206437107	2.93159283277115e-05	0.00439178747941258	2.40545043069621
NCF1 /// NCF1B /// NCF1C	1.05505114788142	4.85085767669707	4.70807822600853	3.0397404220404e-05	0.00447030767606838	2.37196941393679
GPNMB	1.319911631508	4.02077799383653	4.70495862199119	3.06966114374773e-05	0.00447030767606838	2.36291700698608
IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	1.18908834641481	6.63279073147028	4.69230453676735	3.19403459912105e-05	0.00455669542430832	2.32621234841154
ACP5	1.00663219851474	5.78738390785973	4.67809826748044	3.33958741935277e-05	0.00462041741783395	2.28503384166034
MZB1	1.07110784945975	5.5536732109195	4.67591375182739	3.36254158013176e-05	0.00462496947161982	2.27870446777178
HCLS1	1.24208664487061	6.10696016089411	4.61784041971998	4.03310287273313e-05	0.00529936198696554	2.11071426701808
TUBB6	1.00914692737833	5.70210599909518	4.59454850300967	4.33761343180633e-05	0.00557489988612486	2.04348777078285
TNFRSF17	1.53264632686227	4.71249631378914	4.5806768989543	4.52959964154087e-05	0.00571567277315988	2.00349301942043
GBP5	1.12534496813124	4.93114518416838	4.56684251135953	4.72939047335967e-05	0.00588546370018092	1.96363753908659
CKAP2 /// DKFZp667J0810 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-36 /// IGLV1-36 /// IGLV1-44 /// IGLV1-50 /// IGLV1-50 /// IGLV@	1.73943667209138	6.63246178854325	4.53904925593539	5.15732118287986e-05	0.00625258733099661	1.88366620391823
TIMP1	1.16227870235574	8.79531190945391	4.53234772014628	5.26607119992852e-05	0.00631928543991423	1.86440337488123
IGJ	1.12135217543077	10.5269135853035	4.49385678742238	5.93574819200827e-05	0.00680676089695689	1.75391890913778
CFH /// CFHR1	1.02148485607748	5.44695518702222	4.4924523172778	5.96170384682448e-05	0.00680676089695689	1.74989253126568
SELL	1.31669199723623	5.60189478287274	4.42306557570612	7.39268481973079e-05	0.00780074692645151	1.55142727951214
IGLL5	1.21456703685856	8.18152007604319	4.42001970644036	7.46268397447689e-05	0.00780074692645151	1.54273613743776
CCL3 /// CCL3L1 /// CCL3L3	1.55436032817769	5.31449326567081	4.41714803343203	7.52927511656889e-05	0.00780074692645151	1.53454369533643
